,,1 Year Avg Return,3 Year Avg Return,5 Year Avg Return,lat,lng,population,firstzip
Lawrenceburg,TN,0.027410576252442587,0.029118613023051854,0.029933426504552108,35.2497,-87.3325,10688.0,38464
Little Rock,AR,0.023089582709395096,0.024741715618364246,0.025487879777649436,34.7256,-92.3576,439815.0,72211
Watertown,NY,0.04035221537879674,0.042238391252231056,0.04315367691650529,43.9734,-75.9094,53163.0,13601
Jesup,GA,0.033650226599204025,0.0359333357213123,0.03661289955345137,31.5992,-81.8895,12198.0,31545
Jonesboro,AR,0.025163893800067116,0.02709238597167074,0.027995171072722203,35.8212,-90.6791,76247.0,72467
Middlesborough,KY,0.012588664926786786,0.013527242286055285,0.013968772086344394,36.6127,-83.7227,13475.0,40965
El Centro,CA,0.0474412531326629,0.048260405108683235,0.04911596281478814,32.7867,-115.5586,111425.0,92243
Lewiston,ID,0.04020259671751414,0.042512856818770706,0.043418383501866664,46.3934,-116.9934,53384.0,83501
Laurel,MS,0.007650254498876574,0.008506345756706946,0.008830526324903332,31.6956,-89.1448,25844.0,39440
Norwalk,OH,0.01735382881162484,0.018286937878383203,0.018811349737559713,41.2443,-82.6088,20629.0,44857
Mount Airy,NC,0.017984401587593846,0.019446406654167747,0.019734087376153342,36.5083,-80.6154,19119.0,27030
Pahrump,NV,0.012551877151873114,0.012767797486702426,0.01306400254764517,36.2411,-116.0176,36174.0,89048
Pittsburg,KS,0.011558913359486445,0.012191645635585502,0.012622130713524804,37.4129,-94.6984,22711.0,66762
Sherman,TX,0.031628330198799404,0.03333594365882231,0.03457858405272862,33.6274,-96.6218,70704.0,75092
Alamogordo,NM,0.036388689299121646,0.038653956939275425,0.03991729189154136,32.8837,-105.9624,33513.0,88310
Kerrville,TX,0.03222177854956243,0.03395667819877102,0.034750037318972415,30.0398,-99.132,30623.0,78028
San Antonio,TX,0.026351982507196503,0.02748702016518001,0.02824896312764147,29.4658,-98.5253,2049293.0,78112
Prescott,AZ,0.03541499771846146,0.03970691274495386,0.041243528883343705,34.585,-112.4475,44299.0,86305
New Ulm,MN,0.017507097305771158,0.018766204748718707,0.01950704856855734,44.3121,-94.4686,13060.0,56073
Lamesa,TX,0.04571982722315804,0.047835615128595244,0.04950757673154582,32.7333,-101.9542,11241.0,79331
Batavia,NY,0.02665581033181952,0.029036732675118415,0.030027813008399296,42.9987,-78.1802,16581.0,14020
Fort Collins,CO,0.03651469311293187,0.03923440596057226,0.040286478248534596,40.5478,-105.0656,312666.0,80521
San Angelo,TX,0.05494611789244708,0.05778848803841341,0.05973849827179256,31.4424,-100.4506,100773.0,76905
Hillsdale,MI,0.01825062310566361,0.019695907677339308,0.020435928048761598,41.9266,-84.6356,11223.0,49242
Marquette,MI,0.03460489849764081,0.03688935798893356,0.0380389805350454,46.544,-87.4082,26491.0,49855
Sterling,IL,0.009579850962004421,0.00990847968935138,0.01041291834378777,41.7995,-89.6956,27127.0,61081
Indianapolis,IN,0.01849542006946092,0.0191558700963681,0.019907976749847567,39.7771,-86.1458,1588961.0,46218
Portland,ME,0.03886102189423446,0.04197808828625882,0.04318743150472093,43.6773,-70.2715,203969.0,04101
Clewiston,FL,0.034880161824520695,0.036754956191639376,0.03803928260922351,26.7529,-80.9399,14383.0,33440
Sumter,SC,0.02112049896224244,0.022052698166806994,0.02240760526777774,33.9392,-80.393,71518.0,29154
Minot,ND,0.03895079440835936,0.0410127781387315,0.042290792226020724,48.2375,-101.2781,49425.0,58707
Keene,NH,0.038224604938175144,0.04032986024605201,0.041488049266100724,42.9494,-72.2997,21911.0,03431
Natchez,MS,0.02523215694385761,0.02659345946388525,0.02738620918233825,31.5437,-91.3867,26095.0,39120
Key West,FL,0.036498410084038646,0.0382692664383073,0.03959225416566747,24.5637,-81.7768,31401.0,33040
Lock Haven,PA,0.0291883913621942,0.03155607778508229,0.03216936647052915,41.1365,-77.4521,16490.0,17745
Marshall,TX,0.02520733987094248,0.027026242475393092,0.02785021207409888,32.537,-94.3515,21331.0,75672
Americus,GA,0.01039233856660915,0.01027013322936976,0.010674759358490826,32.0736,-84.2249,16939.0,31709
Pocatello,ID,0.03409101044861207,0.035137076577453685,0.036039218448550736,42.8724,-112.4646,72878.0,83204
Midland,TX,0.04406815893280425,0.04656783449189961,0.04775633715788574,32.0249,-102.1137,154793.0,79701
Burley,ID,0.044113045989429445,0.046244681602636506,0.04715050645952501,42.5379,-113.793,16342.0,83318
DuBois,PA,0.02819054022701928,0.03000535239838964,0.030996813375344434,41.1225,-78.7564,11241.0,15801
Maryville,MO,0.020150414485817558,0.021760119143334533,0.022528948952916572,40.3428,-94.8701,12808.0,64468
Las Vegas,NM,0.010585065891409728,0.010919869868885712,0.011252961045454812,35.6011,-105.2206,14662.0,87701
Canton,OH,0.023012360890433792,0.024341602518317407,0.02472637809446132,40.8075,-81.3677,269418.0,44714
Pottsville,PA,0.013499357957068359,0.015120386575423694,0.015547243616279127,40.6798,-76.2092,40685.0,17901
Greenville,OH,0.02094066449778853,0.02210102205569031,0.022695509698101413,40.1043,-84.6209,12720.0,45331
