,,1 Year Avg Return,3 Year Avg Return,5 Year Avg Return,lat,lng,population,firstzip
Murray,KY,0.02601809384658349,0.027556072926423925,0.028375364533546943,36.6146,-88.3206,20776.0,42071
Reading,PA,0.024712583203994276,0.026675776543617413,0.027450169643621125,40.34,-75.9267,267155.0,19604
Hutchinson,MN,0.024418982571345893,0.026405153579824425,0.02700295224192506,44.8856,-94.3768,13861.0,55350
Janesville,WI,0.01592132081013653,0.016504295624545584,0.01714016293941234,42.6855,-89.0136,70755.0,53545
St. Joseph,MO,0.018270007792609677,0.019577538661295746,0.020415464060999478,39.7599,-94.821,79161.0,64503
Richmond,IN,0.00961138462182265,0.010241274981455328,0.010611140396546759,39.8318,-84.8905,42373.0,47374
Denver,CO,0.044037307155512906,0.04733528460542957,0.04864065512483062,39.7621,-104.8759,2876625.0,80264
Boone,NC,0.033769427216651327,0.03604416640899144,0.037111762249340874,36.2111,-81.6668,26146.0,28607
Greenwood,SC,0.03397828495628952,0.03620191732972988,0.03745820270496947,34.1945,-82.1542,42429.0,29649
Greenville,MS,0.025993044640818974,0.02668098021050569,0.02764939488574969,33.385,-91.0514,29613.0,38701
Watertown,WI,0.025867830959511062,0.027688886052679385,0.028906878197194175,43.1893,-88.7285,22973.0,53098
Findlay,OH,0.019801340684460378,0.020333361035103525,0.02107652402700122,41.0467,-83.6379,48469.0,45840
Paris,TN,0.027214865194827853,0.028811296665121056,0.02941509547353416,36.2934,-88.3065,10536.0,38242
Owensboro,KY,0.025335590468041458,0.026735446690293818,0.027480306758430606,37.7574,-87.1173,74068.0,42303
Huntsville,AL,0.03412362659385648,0.03580311306219963,0.03674813738187077,34.6988,-86.6412,319249.0,35801
Kankakee,IL,0.012443616186035733,0.013352251541560056,0.01305625476326533,41.1019,-87.8643,77429.0,60901
Mankato,MN,0.02519390870839988,0.0273805203541706,0.02836938615139828,44.1712,-93.9773,62889.0,56001
Daphne,AL,0.03262434958761373,0.03476319745700285,0.03579784041605527,30.6286,-87.8866,71484.0,36527
Owatonna,MN,0.010090948482186057,0.011542385031802604,0.011975083324220925,44.0914,-93.2304,25498.0,55060
La Crosse,WI,0.03047265855282122,0.032471649535912084,0.03351869270386221,43.824,-91.2268,100693.0,54601
Ellensburg,WA,0.03026909321210325,0.03246270438827836,0.033844588573119117,46.9994,-120.5477,24377.0,98926
Hickory,NC,0.02447410386786064,0.026178622276527674,0.026995582600225942,35.7425,-81.323,218323.0,28601
Washington,IN,0.02545291220120749,0.0268870249638693,0.027673646551046094,38.6587,-87.1591,13565.0,47501
DeRidder,LA,0.026681983819492272,0.02862749140183518,0.02929436282978215,30.8467,-93.2931,13354.0,70634
St. Marys,GA,0.026375938278197175,0.028672189906565615,0.029536548721733835,30.7567,-81.5722,37556.0,31558
Auburn,NY,0.03263999956270669,0.03385734601051227,0.03493244293594455,42.9338,-76.5684,30507.0,13021
Fernley,NV,0.03898934060609727,0.041940263872358274,0.04376858223755642,39.5611,-119.1926,21045.0,89408
Dothan,AL,0.022901699782365448,0.02430011947695032,0.025020988719359094,31.2335,-85.4069,72396.0,36303
Lewistown,PA,0.02344490632687246,0.025052528590404854,0.025628285203750822,40.5964,-77.573,21614.0,17044
Paducah,KY,0.021675076960641082,0.022638737436750267,0.023539178666060145,37.0711,-88.6436,48481.0,42003
Aberdeen,WA,0.049293273556754835,0.052768416901887605,0.05396430737809421,46.9757,-123.8094,29609.0,98520
Wilmington,NC,0.02189843688020554,0.02410658211283967,0.024528781132482136,34.21,-77.8866,255616.0,28409
Tucson,AZ,0.02857689006117825,0.031033153449969708,0.030973336642598825,32.1545,-110.8782,888486.0,85705
Poplar Bluff,MO,0.022381883517468504,0.023653110097373364,0.02450668330898642,36.7632,-90.4136,20359.0,63902
Lafayette,LA,0.026837680745390946,0.028272975803854683,0.029094122789714794,30.2084,-92.0323,264357.0,70508
Springfield,OH,0.014424430958086765,0.014584704265710347,0.015358631346644058,39.9297,-83.7957,82820.0,45503
Detroit,MI,0.0232624129047454,0.024894332551426146,0.025919193693451303,42.3834,-83.1024,3506126.0,48209
Decatur,IN,0.01949932185186065,0.020063488308387667,0.020756401321800677,40.8286,-84.9282,10943.0,46733
Rexburg,ID,0.03508226401544867,0.037739792193793864,0.03928914931443339,43.8224,-111.792,30979.0,83460
Palestine,TX,0.027683573360684388,0.029143702120083104,0.030170937492898897,31.7544,-95.6471,18243.0,75801
Cortland,NY,0.033996423081670946,0.035516391493391364,0.03647953132871651,42.6004,-76.1784,26729.0,13045
Athens,GA,0.03341697727277837,0.035837371266430385,0.036756497768215546,33.9508,-83.3689,141532.0,30622
Yankton,SD,0.026074811586344504,0.02811106237900929,0.029027632060803388,42.8901,-97.3926,14872.0,57078
Missoula,MT,0.03489382243532968,0.03673463744547667,0.03785393673162285,46.875,-114.0214,92895.0,59808
Ashtabula,OH,0.02551109140217589,0.027192483387078026,0.027808117580322422,41.8806,-80.7984,27645.0,44004
Washington,DC,0.03566686893956361,0.037236707841770134,0.038943456684070066,38.9047,-77.0163,5379184.0,20010
Edwards,CO,0.04376948990502205,0.04721184103792542,0.04881306261323437,39.6215,-106.6183,10071.0,81632
Tiffin,OH,0.021415130398920734,0.022311994376895017,0.022956130224763394,41.1165,-83.1805,19130.0,44883
Sioux Falls,SD,0.031158279088478347,0.03295031585352781,0.03387430800830327,43.5397,-96.732,187239.0,57110
Madera,CA,0.059633128435282234,0.06298014965018028,0.06506566118237234,36.9631,-120.0782,84086.0,93637
East Stroudsburg,PA,0.026781512159450793,0.028370110243238766,0.02933618041234687,41.0023,-75.1779,57577.0,18301
Steamboat Springs,CO,0.045964646560393785,0.049465193514517836,0.05106509241714852,40.4777,-106.8243,14087.0,80487
Decatur,AL,0.015795215733498402,0.01677768062158247,0.01733977540074605,34.573,-86.9906,68867.0,35603
Andrews,TX,0.06383088411769933,0.06813452029622802,0.06990965477188915,32.3208,-102.552,15708.0,79714
Fremont,NE,0.023956075134682564,0.025752708117518175,0.026344055838634972,41.4396,-96.4879,27456.0,68025
Silver City,NM,0.019044122570956334,0.020066730599339166,0.020659953834872624,32.7784,-108.2698,11561.0,88061
Willmar,MN,0.025977693187195783,0.02746419500513886,0.028226092725935015,45.122,-95.0569,20510.0,56201
Payson,AZ,0.04849022206042686,0.05173091952842146,0.05251935647634598,34.2434,-111.3195,14684.0,85541
Stockton,CA,0.04938656734691138,0.052452447196306595,0.05340649987185864,37.9765,-121.3109,397264.0,95219
Kearney,NE,0.02958949684848844,0.03165234741182377,0.0328791400265489,40.701,-99.0834,34418.0,68847
Bennington,VT,0.024732438631574816,0.025969348682365778,0.02635537441619662,42.8746,-73.1852,8836.0,05201
Coldwater,MI,0.029732047061917344,0.03155082852362634,0.03230848082392557,41.9465,-84.9989,18832.0,49036
Lewisburg,TN,0.030855679601576425,0.032945230939545045,0.03380723542980224,35.4494,-86.7897,11658.0,37091
Lake Charles,LA,0.00817353289141809,0.00905248613096643,0.009555270267761484,30.2012,-93.2122,156181.0,70605
Kingsport,TN,0.025026720616010856,0.02687249705729533,0.027753074138559652,36.5224,-82.5453,119666.0,37660
Cape Girardeau,MO,0.013732670609215791,0.014471248290530259,0.014957016404938406,37.3108,-89.5597,56551.0,63703
Madison,WI,0.03305314357036315,0.034836184521076285,0.035732808233907676,43.0826,-89.3931,447245.0,53706
Muskegon,MI,0.03476245731900307,0.036669557927947904,0.03721808818910688,43.2281,-86.2563,153565.0,49442
Chambersburg,PA,0.023714217328125287,0.025329595477441957,0.026197593727991242,39.9315,-77.6556,53083.0,17201
Monroe,MI,0.02140287069026514,0.021911673574335433,0.02222234880930718,41.9154,-83.385,48317.0,48162
Alma,MI,0.004878414692372823,0.0044505996317465435,0.004415656981496596,43.38,-84.6556,16035.0,48801
Menomonie,WI,0.0108987325985761,0.012040391846411369,0.012510395164941235,44.8893,-91.9084,18159.0,54751
Yuba City,CA,0.05326296148626053,0.05668230811324082,0.058818504181687103,39.1357,-121.6381,120456.0,95991
Seymour,IN,0.018534482290461174,0.019209973642129174,0.019794716533761525,38.9476,-85.891,23598.0,47274
Dublin,GA,0.02561662583129709,0.0273112981123782,0.028098951247126802,32.5359,-82.928,20583.0,31021
Jefferson City,MO,0.01908557956159007,0.019893840859357192,0.02037553537311787,38.5676,-92.1759,58025.0,65101
Kingston,NY,0.03387812789462541,0.03551834751892469,0.03633484278224386,41.9295,-73.9968,54791.0,12401
Charlottesville,VA,0.03493160435973364,0.03672582161839655,0.03762989788501625,38.0375,-78.4855,100416.0,22901
Oil City,PA,0.031141697441632754,0.03364146459920736,0.03449278850567783,41.4282,-79.7035,13935.0,16301
Blackfoot,ID,0.04340674194102112,0.046068021439346296,0.047730317001336564,43.194,-112.3455,15526.0,83221
Akron,OH,0.018771037102654597,0.02009625864641995,0.020796471024354668,41.0798,-81.5219,565208.0,44306
Elizabethtown,KY,0.02738393624424229,0.029045391854244818,0.029804564585066196,37.703,-85.877,78002.0,42701
Jamestown,ND,0.03457205722167256,0.037146328719025234,0.038345105498181375,46.9063,-98.6936,14944.0,58401
Burlington,NC,0.043903258863198236,0.04655576106249182,0.04812118842331925,36.0758,-79.4686,131043.0,27217
Worthington,MN,0.03405485581716716,0.03615945655634811,0.03706537308992752,43.6281,-95.599,12947.0,56187
Utica,NY,0.026970055250591374,0.02861029789173597,0.029279006517021866,43.0961,-75.226,112650.0,13501
Newport,TN,0.036446378261335344,0.03815328163495679,0.039460802508240356,35.9617,-83.1977,11500.0,37821
Evansville,IN,0.02531521053570951,0.026865828106092504,0.02774638556874831,37.9881,-87.5341,230427.0,47708
Portales,NM,0.03414498934386656,0.03618735041530252,0.037047721423008495,34.1753,-103.3565,11921.0,88130
Borger,TX,0.024554398394664334,0.026289749073818314,0.026947237781266953,35.6598,-101.4012,12718.0,79007
Dumas,TX,0.039455663077081704,0.04230109813719851,0.043497904661005116,35.8613,-101.9642,13963.0,79029
Sierra Vista,AZ,0.04324480544074594,0.046123484454495545,0.04769520661034843,31.563,-110.3153,51731.0,85650
Muskogee,OK,0.02468835935810021,0.026065528754625644,0.02690348278367427,35.7431,-95.3568,39789.0,74403
Corsicana,TX,0.03125321793838953,0.033141380471636506,0.03404029868939018,32.0824,-96.4665,22728.0,75110
Albany,NY,0.026718634501695204,0.028323370145732385,0.029017803850178936,42.6664,-73.7987,586383.0,12208
Philadelphia,PA,0.02948996605974319,0.031618460869003995,0.03258563411624027,40.0077,-75.1339,5649300.0,19154
London,KY,0.031092007962084223,0.03294969687369398,0.033791820153752816,37.1175,-84.0767,37714.0,40744
Birmingham,AL,0.017345796204710773,0.018227769930237336,0.01866913286627314,33.5277,-86.7987,739573.0,35218
Hudson,NY,0.038660010362398856,0.0402989919682879,0.04166497858712015,42.2515,-73.7859,10413.0,12534
Talladega,AL,0.030756058291585786,0.03217323444893361,0.033167568107096645,33.4329,-86.0976,13304.0,35160
Midland,MI,0.02196984805715929,0.022850583441286654,0.02347364448321687,43.6241,-84.2319,58787.0,48642
Bakersfield,CA,0.027340323129433575,0.030081633958609855,0.03100782992888096,35.3529,-119.0359,579295.0,93306
Fresno,CA,0.04073917346637734,0.041603399325076174,0.04219547289568415,36.7831,-119.7941,703498.0,93730
Greeneville,TN,0.029302598088128295,0.0315962888382999,0.032638787440492756,36.168,-82.8197,23683.0,37745
Tallahassee,FL,0.029256043427005718,0.03030413554464939,0.030950986598246688,30.4551,-84.2526,257601.0,32311
Salem,OR,0.03892729166392428,0.0422457503627387,0.04327535580651776,44.9231,-123.0246,266804.0,97302
Forrest City,AR,0.011621930181866968,0.012889116298853143,0.013255856884184736,35.0135,-90.7931,12309.0,72322
Lakeland,FL,0.03292855141947326,0.03470610757385861,0.03598962521220406,28.0556,-81.9545,302284.0,33813
Rockingham,NC,0.026413883038775232,0.027836380097938873,0.02871872563533473,34.9386,-79.7608,23016.0,28379
Flint,MI,0.014342716946998957,0.01550199983645606,0.015298120950170135,43.0235,-83.6922,332190.0,48553
Columbus,OH,0.025558212456567864,0.027334746176631564,0.028231914143813652,39.9862,-82.985,1562009.0,43026
Safford,AZ,0.03757942850097762,0.03923594299284083,0.04038550359735771,32.8317,-109.7005,19987.0,85546
Carbondale,IL,0.013222824908572406,0.013959049165503723,0.014339966107965285,37.7221,-89.2238,65671.0,62901
Albuquerque,NM,0.022465388017891996,0.023086722115523095,0.024241442557249915,35.1053,-106.6464,761195.0,87121
Beaver Dam,WI,0.025305439347288017,0.028396196556107034,0.02959880631526368,43.469,-88.8308,18041.0,53916
Columbus,MS,0.004008888374744446,0.003619148756923485,0.0034919312410612857,33.5088,-88.4096,31084.0,39702
Peoria,IL,0.014841333969413562,0.015244656538961676,0.015477608050231018,40.752,-89.6153,256286.0,61625
Ukiah,CA,0.04558446042806685,0.04737654632907651,0.0486064062253313,39.1463,-123.2105,29561.0,95482
Sacramento,CA,0.04256746785604193,0.04621250393690257,0.04740379102010994,38.5667,-121.4683,1898019.0,95820
Stevens Point,WI,0.015812905833845425,0.016499718108740513,0.016699981425244426,44.5241,-89.5508,42837.0,54481
Georgetown,SC,0.011083556718025633,0.011513371906650027,0.011761708666084614,33.3595,-79.2958,11754.0,29440
Logansport,IN,0.009560037998557647,0.010185993548630146,0.010503229750095322,40.7472,-86.3519,20608.0,46947
Battle Creek,MI,0.024687176605346473,0.026876929371735248,0.027150746297578188,42.2986,-85.2296,76514.0,49015
Spokane,WA,0.03450811786167107,0.037246088314310644,0.038106020033771726,47.6671,-117.433,412275.0,99201
Rockford,IL,0.016460445436150772,0.01683147779927352,0.017146678954386152,42.2597,-89.0641,282762.0,61114
Ogdensburg,NY,0.023252920488734174,0.024119559294281556,0.024969715456806263,44.7088,-75.4717,10638.0,13669
Clarksdale,MS,0.0035729414042062757,0.0031237180252776664,0.0027809650649615048,34.1971,-90.5729,14745.0,38614
Laramie,WY,0.022919861937136687,0.023914985157327928,0.02472891110153541,41.3099,-105.6085,33929.0,82072
Providence,RI,0.03663356706192267,0.03775268879764271,0.039065842860138034,41.823,-71.4187,1203230.0,02903
Dickinson,ND,0.04367621711206704,0.04708081029429123,0.04816194775158533,46.8917,-102.7924,22872.0,58601
St. Louis,MO,0.025101261483482462,0.026953749213297185,0.027824475458861242,38.6358,-90.2451,2024074.0,63110
Hilo,HI,0.03652934683016973,0.03912063536307997,0.04034544731125367,19.6886,-155.0864,46284.0,96720
Breckenridge,CO,0.049544399009608275,0.052679721064135876,0.05463095407525742,39.4995,-106.0433,7818.0,80424
Vineland,NJ,0.013334749911412258,0.013650189458239259,0.013514723580606569,39.4653,-74.9981,93239.0,08344
Tullahoma,TN,0.029974502425508476,0.03206651064190558,0.032972173909670444,35.3721,-86.2173,18082.0,37360
Grand Junction,CO,0.03682108791767069,0.03856864069206711,0.03974118978022645,39.0876,-108.5673,139143.0,81505
Rio Grande City,TX,0.0021782459124877196,0.002684005061864614,0.0027301652543478827,26.3808,-98.8215,48610.0,78582
Mineral Wells,TX,0.02653791194286148,0.027790888590277785,0.028764955080911703,32.8169,-98.0776,14597.0,76088
Moberly,MO,0.013816706089665454,0.014585276256005697,0.015008566738938134,39.419,-92.4365,13574.0,65270
Quincy,IL,0.02057548317758151,0.022249619663055276,0.022832032201457908,39.9335,-91.3799,44466.0,62301
Oxford,MS,0.023471715304674623,0.025012128096619346,0.02573740851676609,34.3627,-89.5336,38310.0,38655
Stillwater,OK,0.03136244046114367,0.03288567834458567,0.033728443398916674,36.1316,-97.074,49008.0,74078
Scranton,PA,0.018347599381254964,0.019629778536278897,0.02010031267680734,41.4044,-75.6649,384250.0,18509
Corinth,MS,0.010528322153087188,0.011392314353222854,0.011737086819483489,34.9474,-88.5143,12382.0,38834
Knoxville,TN,0.030552366452316626,0.03229440430325847,0.03366120934422834,35.9692,-83.9496,586048.0,37918
North Wilkesboro,NC,0.026543039156706083,0.02822448444083414,0.029151102257234607,36.1728,-81.139,18066.0,28659
Blacksburg,VA,0.03261130637096299,0.03410438386786874,0.03492652836678922,37.23,-80.4279,91888.0,24060
Marinette,WI,0.026770276423131678,0.0284129342892816,0.02956942094910353,45.087,-87.6328,18671.0,54143
Coshocton,OH,0.02368985883730823,0.024397706881742476,0.02502018528043992,40.2618,-81.848,11347.0,43812
Atlantic City,NJ,0.023987511084264,0.02608500976943562,0.026944584071296518,39.3797,-74.4527,237054.0,08401
Searcy,AR,0.02209977218952308,0.02380862621943791,0.024346470418659116,35.2418,-91.7351,26889.0,72149
Williston,ND,0.06912202514679477,0.07378328208915041,0.07636477749484727,48.1814,-103.6364,29844.0,58801
Dayton,OH,0.017464061250827667,0.01822472532020547,0.01874216691557251,39.7797,-84.1998,718353.0,45432
Sevierville,TN,0.03352157187717908,0.03616765782372777,0.037095598842884714,35.8873,-83.5677,25557.0,37862
Coos Bay,OR,0.040143827706340396,0.042197344216968746,0.043502578825515004,43.3789,-124.233,32159.0,97459
Cadillac,MI,0.02028728181398254,0.021794854563281563,0.02226096652057663,44.2494,-85.4163,11850.0,49601
Parkersburg,WV,0.01998256495330164,0.02166361317094534,0.022303729709859166,39.2624,-81.542,62566.0,26104
Mansfield,OH,0.013857715243078994,0.015703578053182232,0.016249176771276463,40.7656,-82.5275,73326.0,44905
Racine,WI,0.013249632671243683,0.013961086768717212,0.014259711414347898,42.7274,-87.8135,130142.0,53405
Union City,TN,0.019073441354636733,0.02050496736105467,0.021191021917836173,36.4268,-89.0474,9763.0,38261
Tuscaloosa,AL,0.023274418250192275,0.024748526718956887,0.025442092310383524,33.2348,-87.5267,155499.0,35475
Jackson,WY,0.03078246951514818,0.032824088330113854,0.03411371601666224,43.4721,-110.7745,12576.0,83001
Marion,NC,0.041731321782840114,0.04478028165449621,0.045938619914613454,35.6774,-82.0013,13454.0,28752
Rome,GA,0.027919968573046017,0.028910961872389285,0.02963375900605758,34.2661,-85.1862,61537.0,30161
Merrill,WI,0.00818743897441232,0.008584870709443804,0.009076620418910997,45.182,-89.6995,9630.0,54452
Winnemucca,NV,0.08117490202319066,0.08478977573711655,0.08781333574300465,40.9645,-117.7247,10764.0,89445
Saginaw,MI,0.016160456371384413,0.01689060980965129,0.017366343575851317,43.4199,-83.9501,117958.0,48607
Salt Lake City,UT,0.03239697639147421,0.03497131251272756,0.035808964932300125,40.7777,-111.9306,1098526.0,84116
Pampa,TX,0.03334700683645231,0.034663451343525775,0.035623861657179345,35.5479,-100.9651,17230.0,79065
Hays,KS,0.030135821244847483,0.03219906243705006,0.03304693551885496,38.8815,-99.3218,21421.0,67601
Daytona Beach,FL,0.03405406029929137,0.03647544457713847,0.03705359373827832,29.1994,-81.0982,69186.0,32124
Valley,AL,0.007658972425116817,0.008685534921457627,0.008699924194291775,32.8088,-85.1809,19926.0,36854
Melbourne,FL,0.03380524106515859,0.03565211993011297,0.037644163556060706,28.1085,-80.6627,83029.0,32901
Austin,TX,0.028538262985472462,0.03070109307313329,0.03164242759910607,30.3004,-97.7522,1687311.0,78749
Kinston,NC,0.011668115596746853,0.012290735644139072,0.012601423172411197,35.2748,-77.5936,26889.0,28501
Jasper,IN,0.023832311848329235,0.025211802238482628,0.025940127934245716,38.3933,-86.9402,16477.0,47546
Mayfield,KY,0.017703164332984134,0.018748328532547598,0.019166347720007915,36.737,-88.6446,11121.0,42066
Grenada,MS,0.09046953761108889,0.09646549988883524,0.099253491109911,33.7816,-89.813,9782.0,38901
Springfield,MO,0.02618457411393127,0.027449240083860627,0.028228971615154697,37.1943,-93.2916,288090.0,65810
Lake Havasu City,AZ,0.03812351874479103,0.039184303248926966,0.039879615564585746,34.5006,-114.3113,56820.0,86403
Merced,CA,0.043542775252226606,0.04621997834284697,0.04797960827610215,37.3057,-120.4778,145149.0,95348
Durant,OK,0.03929073543538775,0.041541810498292975,0.042734211621197504,33.9957,-96.3938,19315.0,74701
Rochester,MN,0.03477865840627925,0.03668966769067117,0.03790669473525643,44.0151,-92.4778,119942.0,55902
Raymondville,TX,0.03818934062785462,0.039926944186954305,0.04122688101557559,26.4759,-97.7769,13963.0,78580
South Bend,IN,0.022573988519369204,0.02401189261949166,0.024833029929670403,41.6767,-86.2696,280498.0,46601
Okeechobee,FL,0.03234864051307795,0.03382664720938866,0.03502000231577984,27.2414,-80.8298,26256.0,34972
Fayetteville,NC,0.014146468349266472,0.014958350720411406,0.015361597536133864,35.0846,-78.9776,327435.0,28304
Cañon City,CO,0.052359516287205476,0.05508124865324193,0.056447880316637944,38.443,-105.2203,27676.0,81212
Levelland,TX,0.028073086438017647,0.029605911688446174,0.03042080215995524,33.5806,-102.3636,13755.0,79336
Sheridan,WY,0.016130216590385604,0.0172510187805619,0.01769664893031675,44.7962,-106.9643,19320.0,82801
Paris,TX,0.026563989702545365,0.02817046192933348,0.02893082960988247,33.6688,-95.546,26010.0,75462
Cheyenne,WY,0.03598361078610268,0.03790148020214956,0.03894810128761783,41.1351,-104.79,79484.0,82009
Hastings,NE,0.02472493406265941,0.026119427478394464,0.026942838332274288,40.5963,-98.3914,24101.0,68901
Brookings,SD,0.023973157507241938,0.025349763701179917,0.026106258376856317,44.3022,-96.7859,24887.0,57006
Bucyrus,OH,0.01029423482240932,0.010705312719948124,0.01107315912270379,40.8054,-82.9719,11800.0,44820
Mount Vernon,OH,0.030980814758628128,0.03246867910103557,0.03325525117622319,40.3854,-82.4734,21864.0,43050
Brainerd,MN,0.018619363407835765,0.02000550524926248,0.02062204962106473,46.3553,-94.1982,19583.0,56401
Taylorville,IL,0.011086429647037654,0.011756965562881971,0.011975567743228277,39.5328,-89.2804,12659.0,62568
Holland,MI,0.02827637807415173,0.029760073568023238,0.030474573809311956,42.7677,-86.0985,100432.0,49423
Mason City,IA,0.01893737472181445,0.020281799994340766,0.02091561204164316,43.1487,-93.1998,26005.0,50401
Port Lavaca,TX,0.028497348871265205,0.03051367277217909,0.03132917937399027,28.6181,-96.6278,11436.0,77979
Berlin,NH,0.03073974701608506,0.03253711742839238,0.03328654876951975,44.4869,-71.2599,11237.0,03570
Brookhaven,MS,0.02054121146379062,0.022602470684028653,0.023736044330985084,31.5803,-90.4432,10154.0,39601
Aberdeen,SD,0.036438287016544724,0.03908397243022188,0.04023718046870539,45.4646,-98.468,28134.0,57401
Angola,IN,0.016599133454070047,0.017515303901981083,0.017869918249781902,41.6433,-85.0051,11352.0,46703
Hailey,ID,0.012489286328437377,0.01479640742227728,0.01544899850755388,43.5141,-114.3,11409.0,83333
Salisbury,MD,0.03034371241919631,0.03289543301272513,0.03385500983653267,38.3756,-75.5867,106447.0,21802
Nacogdoches,TX,0.02683809773397483,0.028252638426797594,0.028983409121258852,31.6134,-94.6528,34420.0,75962
Milwaukee,WI,0.027353172565302675,0.02929853394545545,0.03017373185611194,43.0642,-87.9673,1365787.0,53203
Seneca,SC,0.009236600470167833,0.010085585632618299,0.010327168188429159,34.6815,-82.9609,27439.0,29672
Greeley,CO,0.03660957620659011,0.038546371186768846,0.03956341020557086,40.4151,-104.7706,137810.0,80634
Madisonville,KY,0.02134324120721831,0.02271229978514344,0.02340590256832864,37.3408,-87.5034,23580.0,42431
Amsterdam,NY,0.03216110644320258,0.03433366173458419,0.035361058810462476,42.942,-74.1907,21241.0,12010
Augusta,GA,0.024202165050048574,0.0262270747468083,0.027019005532666673,33.3645,-82.0708,390809.0,30912
Gettysburg,PA,0.032253894935022176,0.033689648143428785,0.03475196011647075,39.8304,-77.2339,7724.0,17325
Glasgow,KY,0.024862273171820437,0.026518090563076635,0.027552057722435297,37.0047,-85.9263,14010.0,42141
Ottawa,KS,0.01908846130317432,0.020411566398913727,0.020922796469188265,38.6,-95.2642,12060.0,66067
Tulsa,OK,0.02592164751173187,0.02733812521210477,0.028245739140397186,36.1284,-95.9042,671033.0,74133
Richmond,VA,0.031668103254709035,0.03408753049120494,0.0348532913196653,37.5295,-77.4756,1075798.0,23222
St. Cloud,MN,0.018154161645687283,0.018869404615294183,0.01942052531176075,45.5339,-94.1718,115028.0,56304
Green Bay,WI,0.02507513761054536,0.026988838085589606,0.028143534918610102,44.515,-87.9896,207557.0,54311
Oak Harbor,WA,0.04459515953851034,0.04737534678068567,0.0492087721018466,48.2965,-122.6333,35228.0,98277
El Paso,TX,0.018874508308165838,0.01945765292146695,0.02000725969623196,31.8479,-106.4309,843386.0,79901
Picayune,MS,0.0008566047565417012,0.0011168250593402984,0.0010873967746265478,30.5322,-89.6724,16832.0,39426
Chattanooga,TN,0.03067196215589263,0.03189943473214374,0.03291491263464397,35.0657,-85.2488,415501.0,37415
Elk City,OK,0.030206444688122946,0.03247011438596381,0.03356474411499155,35.385,-99.4331,10746.0,73644
Columbus,GA,0.005523963629049167,0.0054809406889531065,0.005543995917506761,32.51,-84.8771,261445.0,31829
Bellingham,WA,0.05162698556477063,0.054566338519139945,0.05592367923533259,48.7543,-122.4687,130641.0,98229
Elizabeth City,NC,0.01434414919482907,0.015414391047253728,0.01622285423056624,36.2943,-76.2361,22711.0,27909
Spartanburg,SC,0.0230796919515297,0.024536473529151337,0.025296192733742506,34.9437,-81.9257,182701.0,29302
McAlester,OK,0.029020681174491303,0.030999780823446788,0.03207566548724117,34.9262,-95.7698,18896.0,74501
Plainview,TX,0.020267951023692277,0.021692148451211146,0.022289336451287056,34.1911,-101.7234,23424.0,79072
Pittsfield,MA,0.028812687604730325,0.030960108769166217,0.03180638143004555,42.4517,-73.2605,55697.0,01201
Fort Polk South,LA,0.03002801547076861,0.03158331847743212,0.032688301251677654,31.0512,-93.2159,9233.0,70656
Seattle,WA,0.0447593776012889,0.048421832745816795,0.05051053888105339,47.6211,-122.3244,3789215.0,98109
Walla Walla,WA,0.04158080837001932,0.04325420210398789,0.04511567826161356,46.067,-118.3366,57860.0,99362
Riverside,CA,0.04732308000017027,0.050048803534333386,0.05150511050625961,33.9381,-117.3948,2107852.0,92508
Baraboo,WI,0.016068658200678154,0.017393953495466796,0.017647818796362236,43.4695,-89.7376,13893.0,53913
Decatur,IL,-0.0022670972704584846,-0.002033393387938731,-0.001974520855455908,39.8556,-88.9337,87236.0,62522
Seneca Falls,NY,0.032336891043293736,0.03382385286591916,0.03445908201856662,42.9101,-76.7967,6032.0,13148
Newberry,SC,0.016386021289719777,0.017321587644089753,0.017963382778726444,34.2812,-81.601,11954.0,29108
Natchitoches,LA,0.012154531022209536,0.012662988590973923,0.012783237893831512,31.7317,-93.0979,18859.0,71457
Lumberton,NC,0.03791577492122089,0.04026387481880067,0.041454529764822556,34.6312,-79.0186,28279.0,28358
Kokomo,IN,0.015551586350930124,0.016891365775851153,0.017544203181216078,40.464,-86.1277,79351.0,46902
Pontiac,IL,0.02025345678822066,0.021751625979929523,0.022310981077190428,40.8881,-88.6414,11622.0,61764
Wabash,IN,0.018922911291747058,0.02055314437308864,0.021097831143053414,40.8034,-85.8301,9710.0,46992
Crescent City,CA,0.037260496939335086,0.03915734547981531,0.04030214389651454,41.7727,-124.1902,16849.0,95531
Prineville,OR,0.03576031502749766,0.0378641300968563,0.039117691869032356,44.2985,-120.8607,12650.0,97754
New Orleans,LA,0.03221159370134763,0.03447991427867758,0.035125877924957694,30.0687,-89.9288,1020886.0,70139
Boone,IA,0.019353302063878308,0.02043582291987489,0.02110439648357021,42.053,-93.877,12513.0,50036
Florence,AL,0.000573804601238459,0.000995519186756777,0.0010541403045485342,34.8303,-87.6654,79964.0,35633
Martinsville,VA,0.0212821557892664,0.022995968105537168,0.023627409202245486,36.6827,-79.8636,31871.0,24112
Albany,GA,0.02144781240852356,0.02254207702946398,0.02310540330252464,31.5776,-84.1762,89217.0,31721
Bedford,IN,0.01776549735480204,0.01924131590631495,0.019919351549866127,38.8602,-86.4895,14752.0,47421
Ludington,MI,0.026120160664117487,0.02719153356614945,0.028111615135913093,43.9573,-86.4434,10752.0,49431
