MSA,Violent Crime,Murder,Murder Rate,Population 2019 (DO NOT USE),Population 2010 (DO NOT USE),Population 10 year CAGR,Median income (dollars),Mean income (dollars),City,State,Population,Density,Zip Code,lat_x,lon,% Sale Price Change Since Feb,Avg Sale Price Last 12M,Sale Price Last,Sale Pr CAGR GFC,Sale Pr Standard Deviation,Unnamed: 0,Unnamed: 1,1 Year Avg Return,3 Year Avg Return,5 Year Avg Return,lat_y,lng,population,firstzip,% Rent Change Since Feb,2019 Annualized Rent,Avg Monthly Rent 2019,Avg Monthly Rent Last 12M,Last 12M Annualized Rent,Monthly Rent Last,Rent CAGR since 2014-01,Rent Standard Deviation,Affordability Rent/Median Inc,Affordability Rent/Avg Inc,Capitalization Rate Last
"Osceola, MO",,,,,,,,,Osceola,MO,908.0,344.0,64776,38.0458,-93.6973,,,,,,,,,,,,,,,,,,,,,,,,,
"Cedar Grove, WV",,,,,,,,,Cedar Grove,WV,907.0,488.0,25039,38.2223,-81.4376,,,,,,,,,,,,,,,,,,,,,,,,,
"Mora, NM",,,,,,,,,Mora,NM,907.0,43.0,87732,35.9634,-105.3313,,,,,,,,,,,,,,,,,,,,,,,,,
"Adelino, NM",,,,,,,,,Adelino,NM,907.0,129.0,87031,34.7066,-106.7302,,,,,,,,,,,,,,,,,,,,,,,,,
"Centerville, TX",,,,,,,,,Centerville,TX,907.0,205.0,75833,31.258,-95.9797,,,,,,,,,,,,,,,,,,,,,,,,,
"Celeste, TX",,,,,,,,,Celeste,TX,907.0,260.0,75423,33.2897,-96.1945,,,,,,,,,,,,,,,,,,,,,,,,,
"Buras, LA",,,,,,,,,Buras,LA,907.0,152.0,70041,29.3528,-89.5248,,,,,,,,,,,,,,,,,,,,,,,,,
"Dubach, LA",,,,,,,,,Dubach,LA,907.0,192.0,71235,32.702,-92.6575,,,,,,,,,,,,,,,,,,,,,,,,,
"Manns Harbor, NC",,,,,,,,,Manns Harbor,NC,907.0,85.0,27953,35.8934,-75.7733,,,,,,,,,,,,,,,,,,,,,,,,,
"Walhalla, ND",,,,,,,,,Walhalla,ND,907.0,338.0,58282,48.9211,-97.9176,,,,,,,,,,,,,,,,,,,,,,,,,
"Lake Santee, IN",,,,,,,,,Lake Santee,IN,907.0,142.0,47036,39.4078,-85.3066,,,,,,,,,,,,,,,,,,,,,,,,,
"Temple, OK",,,,,,,,,Temple,OK,907.0,267.0,73568,34.273,-98.2352,,,,,,,,,,,,,,,,,,,,,,,,,
"Grapeview, WA",,,,,,,,,Grapeview,WA,906.0,95.0,98524,47.3316,-122.8413,,,,,,,,,,,,,,,,,,,,,,,,,
"Springer, NM",,,,,,,,,Springer,NM,906.0,158.0,87747,36.3623,-104.5997,,,,,,,,,,,,,,,,,,,,,,,,,
"Slaughter, LA",,,,,,,,,Slaughter,LA,906.0,63.0,70777,30.7219,-91.1393,,,,,,,,,,,,,,,,,,,,,,,,,
"Gorman, NC",,,,,,,,,Gorman,NC,906.0,121.0,27704,36.0418,-78.8091,,,,,,,,,,,,,,,,,,,,,,,,,
"East Brady, PA",,,,,,,,,East Brady,PA,906.0,432.0,16028,40.9836,-79.6131,,,,,,,,,,,,,,,,,,,,,,,,,
"Lafayette, VA",,,,,,,,,Lafayette,VA,906.0,548.0,24087,37.233,-80.2051,,,,,,,,,,,,,,,,,,,,,,,,,
"Deer Park, CA",,,,,,,,,Deer Park,CA,906.0,62.0,94508,38.536,-122.4679,,,,,,,,,,,,,,,,,,,,,,,,,
"Carpendale, WV",,,,,,,,,Carpendale,WV,905.0,266.0,26753,39.6278,-78.7896,,,,,,,,,,,,,,,,,,,,,,,,,
"Grand Coteau, LA",,,,,,,,,Grand Coteau,LA,905.0,144.0,70541,30.4202,-92.0438,,,,,,,,,,,,,,,,,,,,,,,,,
"Harwick, PA",,,,,,,,,Harwick,PA,905.0,790.0,15049,40.5562,-79.8054,,,,,,,,,,,,,,,,,,,,,,,,,
"Nittany, PA",,,,,,,,,Nittany,PA,905.0,246.0,16841,40.9947,-77.5521,,,,,,,,,,,,,,,,,,,,,,,,,
"Las Croabas, PR",,,,,,,,,Las Croabas,PR,905.0,441.0,00738,18.3676,-65.6304,,,,,,,,,,,,,,,,,,,,,,,,,
"Lake Madison, SD",,,,,,,,,Lake Madison,SD,905.0,73.0,57075,43.9593,-97.0209,,,,,,,,,,,,,,,,,,,,,,,,,
"Solana, FL",,,,,,,,,Solana,FL,904.0,227.0,33950,26.9388,-82.0278,,,,,,,,,,,,,,,,,,,,,,,,,
"Cattaraugus, NY",,,,,,,,,Cattaraugus,NY,904.0,312.0,14719,42.33,-78.8671,,,,,,,,,,,,,,,,,,,,,,,,,
"Friedensburg, PA",,,,,,,,,Friedensburg,PA,904.0,221.0,17972,40.607,-76.2291,,,,,,,,,,,,,,,,,,,,,,,,,
"Haxtun, CO",,,,,,,,,Haxtun,CO,904.0,586.0,80731,40.6419,-102.6298,,,,,,,,,,,,,,,,,,,,,,,,,
"Darbydale, OH",,,,,,,,,Darbydale,OH,904.0,350.0,43123,39.8545,-83.1795,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivesville, WV",,,,,,,,,Rivesville,WV,903.0,664.0,26588,39.5318,-80.1207,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodsville, NH",,,,,,,,,Woodsville,NH,903.0,397.0,03785,44.1452,-72.0288,,,,,,,,,,,,,,,,,,,,,,,,,
"Far Hills, NJ",,,,,,,,,Far Hills,NJ,903.0,71.0,07931,40.6905,-74.6257,,,,,,,,,,,,,,,,,,,,,,,,,
"Cooperstown, ND",,,,,,,,,Cooperstown,ND,903.0,356.0,58425,47.445,-98.1257,,,,,,,,,,,,,,,,,,,,,,,,,
"Friendsville, TN",,,,,,,,,Friendsville,TN,903.0,122.0,37737,35.7563,-84.1319,,,,,,,,,,,,,,,,,,,,,,,,,
"Maxwell, IA",,,,,,,,,Maxwell,IA,903.0,319.0,50161,41.8914,-93.3961,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopedale, OH",,,,,,,,,Hopedale,OH,903.0,314.0,43976,40.3265,-80.8954,,,,,,,,,,,,,,,,,,,,,,,,,
"Piedmont, SD",,,,,,,,,Piedmont,SD,903.0,264.0,57769,44.2135,-103.3715,,,,,,,,,,,,,,,,,,,,,,,,,
"Belmont, NY",,,,,,,,,Belmont,NY,902.0,349.0,14813,42.2226,-78.0328,,,,,,,,,,,,,,,,,,,,,,,,,
"Plandome Manor, NY",,,,,,,,,Plandome Manor,NY,902.0,720.0,11030,40.8146,-73.6979,,,,,,,,,,,,,,,,,,,,,,,,,
"Dyer, AR",,,,,,,,,Dyer,AR,902.0,118.0,72921,35.4944,-94.1388,,,,,,,,,,,,,,,,,,,,,,,,,
"Woodbury, GA",,,,,,,,,Woodbury,GA,902.0,171.0,30293,32.9848,-84.5821,,,,,,,,,,,,,,,,,,,,,,,,,
"Eton, GA",,,,,,,,,Eton,GA,902.0,276.0,30705,34.8282,-84.7656,,,,,,,,,,,,,,,,,,,,,,,,,
"Inkom, ID",,,,,,,,,Inkom,ID,902.0,358.0,83245,42.7954,-112.2446,,,,,,,,,,,,,,,,,,,,,,,,,
"Milford Center, OH",,,,,,,,,Milford Center,OH,902.0,852.0,43045,40.1791,-83.4381,,,,,,,,,,,,,,,,,,,,,,,,,
"Dighton, KS",,,,,,,,,Dighton,KS,902.0,401.0,67839,38.481,-100.4664,,,,,,,,,,,,,,,,,,,,,,,,,
"Hingham, WI",,,,,,,,,Hingham,WI,901.0,129.0,53093,43.6465,-87.9151,,,,,,,,,,,,,,,,,,,,,,,,,
"Ray, ND",,,,,,,,,Ray,ND,901.0,264.0,58849,48.3416,-103.1635,,,,,,,,,,,,,,,,,,,,,,,,,
"Lemont Furnace, PA",,,,,,,,,Lemont Furnace,PA,901.0,340.0,15456,39.9103,-79.6629,,,,,,,,,,,,,,,,,,,,,,,,,
"Texhoma, OK",,,,,,,,,Texhoma,OK,901.0,555.0,73949,36.5053,-101.7876,,,,,,,,,,,,,,,,,,,,,,,,,
"Burlingame, KS",,,,,,,,,Burlingame,KS,901.0,393.0,66413,38.7518,-95.8349,,,,,,,,,,,,,,,,,,,,,,,,,
"Bandera, TX",,,,,,,,,Bandera,TX,900.0,292.0,78003,29.7253,-99.074,,,,,,,,,,,,,,,,,,,,,,,,,
"Wisner, LA",,,,,,,,,Wisner,LA,900.0,436.0,71378,31.9804,-91.6552,,,,,,,,,,,,,,,,,,,,,,,,,
"Atlas, PA",,,,,,,,,Atlas,PA,900.0,1388.0,17851,40.7974,-76.4288,,,,,,,,,,,,,,,,,,,,,,,,,
"Hardin, IL",,,,,,,,,Hardin,IL,900.0,163.0,62047,39.1591,-90.6248,,,,,,,,,,,,,,,,,,,,,,,,,
"Anita, IA",,,,,,,,,Anita,IA,900.0,195.0,50020,41.4438,-94.7658,,,,,,,,,,,,,,,,,,,,,,,,,
"Santee, SC",,,,,,,,,Santee,SC,900.0,165.0,29142,33.4801,-80.4852,,,,,,,,,,,,,,,,,,,,,,,,,
"Moulton, TX",,,,,,,,,Moulton,TX,899.0,415.0,77975,29.5722,-97.1465,,,,,,,,,,,,,,,,,,,,,,,,,
"Ceresco, NE",,,,,,,,,Ceresco,NE,899.0,821.0,68017,41.058,-96.6459,,,,,,,,,,,,,,,,,,,,,,,,,
"Grundy, VA",,,,,,,,,Grundy,VA,899.0,69.0,24614,37.2754,-82.0988,,,,,,,,,,,,,,,,,,,,,,,,,
"Fruitdale, CA",,,,,,,,,Fruitdale,CA,899.0,1300.0,95128,37.3116,-121.9357,,,,,,,,,,,,,,,,,,,,,,,,,
"Danville, IA",,,,,,,,,Danville,IA,899.0,458.0,52623,40.86,-91.3146,,,,,,,,,,,,,,,,,,,,,,,,,
"Lockwood, MO",,,,,,,,,Lockwood,MO,899.0,357.0,65682,37.3867,-93.9579,,,,,,,,,,,,,,,,,,,,,,,,,
"Augusta, MI",,,,,,,,,Augusta,MI,899.0,338.0,49012,42.3378,-85.3525,,,,,,,,,,,,,,,,,,,,,,,,,
"Germantown, NY",,,,,,,,,Germantown,NY,898.0,129.0,12526,42.1369,-73.8862,,,,,,,,,,,,,,,,,,,,,,,,,
"Geraldine, AL",,,,,,,,,Geraldine,AL,898.0,88.0,35974,34.3577,-86.0037,,,,,,,,,,,,,,,,,,,,,,,,,
"Roseville, IL",,,,,,,,,Roseville,IL,898.0,469.0,61473,40.7307,-90.6638,,,,,,,,,,,,,,,,,,,,,,,,,
"Gray, ME",,,,,,,,,Gray,ME,898.0,118.0,04039,43.8864,-70.3241,,,,,,,,,,,,,,,,,,,,,,,,,
"Bear River City, UT",,,,,,,,,Bear River City,UT,898.0,192.0,84301,41.6124,-112.125,,,,,,,,,,,,,,,,,,,,,,,,,
"Lincoln, MT",,,,,,,,,Lincoln,MT,898.0,19.0,59639,46.953,-112.6693,,,,,,,,,,,,,,,,,,,,,,,,,
"Kekoskee, WI",,,,,,,,,Kekoskee,WI,897.0,10.0,53032,43.5019,-88.5863,,,,,,,,,,,,,,,,,,,,,,,,,
"Athens, WV",,,,,,,,,Athens,WV,897.0,879.0,24740,37.423,-81.0148,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Sumner, NM",,,,,,,,,Fort Sumner,NM,897.0,104.0,88119,34.479,-104.2331,,,,,,,,,,,,,,,,,,,,,,,,,
"McLeansville, NC",,,,,,,,,McLeansville,NC,897.0,56.0,27301,36.1045,-79.6554,,,,,,,,,,,,,,,,,,,,,,,,,
"Palenville, NY",,,,,,,,,Palenville,NY,897.0,104.0,12463,42.1773,-74.0229,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorris, CA",,,,,,,,,Dorris,CA,897.0,493.0,96058,41.9644,-121.9205,,,,,,,,,,,,,,,,,,,,,,,,,
"White Plains, KY",,,,,,,,,White Plains,KY,897.0,106.0,42464,37.1708,-87.3801,,,,,,,,,,,,,,,,,,,,,,,,,
"Glendale, OR",,,,,,,,,Glendale,OR,897.0,875.0,97442,42.7381,-123.4294,,,,,,,,,,,,,,,,,,,,,,,,,
"Wiley Ford, WV",,,,,,,,,Wiley Ford,WV,896.0,120.0,26767,39.6151,-78.7615,,,,,,,,,,,,,,,,,,,,,,,,,
"Pahoa, HI",,,,,,,,,Pahoa,HI,896.0,158.0,96778,19.4961,-154.9454,,,,,,,,,,,,,,,,,,,,,,,,,
"Five Points, NC",,,,,,,,,Five Points,NC,896.0,41.0,28376,35.0154,-79.3513,,,,,,,,,,,,,,,,,,,,,,,,,
"Port Trevorton, PA",,,,,,,,,Port Trevorton,PA,896.0,105.0,17864,40.6928,-76.894,,,,,,,,,,,,,,,,,,,,,,,,,
"Motley, VA",,,,,,,,,Motley,VA,896.0,87.0,24563,37.0657,-79.3474,,,,,,,,,,,,,,,,,,,,,,,,,
"Cottondale, FL",,,,,,,,,Cottondale,FL,895.0,105.0,32431,30.7891,-85.3643,,,,,,,,,,,,,,,,,,,,,,,,,
"Sudan, TX",,,,,,,,,Sudan,TX,895.0,337.0,79371,34.0663,-102.5242,,,,,,,,,,,,,,,,,,,,,,,,,
"Northwood, ND",,,,,,,,,Northwood,ND,895.0,285.0,58267,47.7384,-97.5707,,,,,,,,,,,,,,,,,,,,,,,,,
"Roulette, PA",,,,,,,,,Roulette,PA,895.0,200.0,16746,41.7768,-78.1552,,,,,,,,,,,,,,,,,,,,,,,,,
"Coulterville, IL",,,,,,,,,Coulterville,IL,895.0,617.0,62237,38.185,-89.6046,,,,,,,,,,,,,,,,,,,,,,,,,
"Troy, ID",,,,,,,,,Troy,ID,895.0,436.0,83871,46.738,-116.7731,,,,,,,,,,,,,,,,,,,,,,,,,
"Seaman, OH",,,,,,,,,Seaman,OH,895.0,323.0,45679,38.937,-83.5754,,,,,,,,,,,,,,,,,,,,,,,,,
"River Road, WA",,,,,,,,,River Road,WA,894.0,979.0,98382,48.0677,-123.1276,,,,,,,,,,,,,,,,,,,,,,,,,
"Odessa, WA",,,,,,,,,Odessa,WA,894.0,424.0,99159,47.3326,-118.6894,,,,,,,,,,,,,,,,,,,,,,,,,
"Rupert, WV",,,,,,,,,Rupert,WV,894.0,449.0,25984,37.9649,-80.687,,,,,,,,,,,,,,,,,,,,,,,,,
"Avoca, NY",,,,,,,,,Avoca,NY,894.0,260.0,14809,42.4096,-77.4222,,,,,,,,,,,,,,,,,,,,,,,,,
"Avoca, IN",,,,,,,,,Avoca,IN,894.0,164.0,47420,38.9172,-86.5557,,,,,,,,,,,,,,,,,,,,,,,,,
"Council, ID",,,,,,,,,Council,ID,894.0,327.0,83612,44.7324,-116.4374,,,,,,,,,,,,,,,,,,,,,,,,,
"Lost City, OK",,,,,,,,,Lost City,OK,894.0,14.0,74441,36.0006,-95.1223,,,,,,,,,,,,,,,,,,,,,,,,,
"South Canal, OH",,,,,,,,,South Canal,OH,894.0,208.0,44444,41.1759,-80.9864,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler, OH",,,,,,,,,Butler,OH,894.0,318.0,44822,40.5896,-82.4211,,,,,,,,,,,,,,,,,,,,,,,,,
"Leakesville, MS",,,,,,,,,Leakesville,MS,894.0,218.0,39451,31.1545,-88.558,,,,,,,,,,,,,,,,,,,,,,,,,
"New Haven, KY",,,,,,,,,New Haven,KY,894.0,597.0,40051,37.6591,-85.5885,,,,,,,,,,,,,,,,,,,,,,,,,
"Bolt, WV",,,,,,,,,Bolt,WV,893.0,63.0,25817,37.7624,-81.4189,,,,,,,,,,,,,,,,,,,,,,,,,
"Poestenkill, NY",,,,,,,,,Poestenkill,NY,893.0,58.0,12140,42.6941,-73.5545,,,,,,,,,,,,,,,,,,,,,,,,,
"Hagerman, ID",,,,,,,,,Hagerman,ID,893.0,586.0,83332,42.8163,-114.8975,,,,,,,,,,,,,,,,,,,,,,,,,
"Sequoyah, OK",,,,,,,,,Sequoyah,OK,893.0,43.0,74017,36.3797,-95.5969,,,,,,,,,,,,,,,,,,,,,,,,,
"Empire City, OK",,,,,,,,,Empire City,OK,893.0,32.0,73529,34.4738,-98.0562,,,,,,,,,,,,,,,,,,,,,,,,,
"McRoberts, KY",,,,,,,,,McRoberts,KY,893.0,61.0,41835,37.2132,-82.6686,,,,,,,,,,,,,,,,,,,,,,,,,
"Hastings, FL",,,,,,,,,Hastings,FL,892.0,106.0,32145,29.7144,-81.499,,,,,,,,,,,,,,,,,,,,,,,,,
"Garrett, TX",,,,,,,,,Garrett,TX,892.0,191.0,75119,32.3681,-96.6543,,,,,,,,,,,,,,,,,,,,,,,,,
"North Haven, NY",,,,,,,,,North Haven,NY,892.0,126.0,11963,41.023,-72.314,,,,,,,,,,,,,,,,,,,,,,,,,
"Yeagertown, PA",,,,,,,,,Yeagertown,PA,892.0,766.0,17099,40.6414,-77.5803,,,,,,,,,,,,,,,,,,,,,,,,,
"Independence, VA",,,,,,,,,Independence,VA,892.0,147.0,24348,36.6254,-81.1511,,,,,,,,,,,,,,,,,,,,,,,,,
"Blacklake, CA",,,,,,,,,Blacklake,CA,892.0,329.0,93444,35.0497,-120.5387,,,,,,,,,,,,,,,,,,,,,,,,,
"Hollins, AL",,,,,,,,,Hollins,AL,892.0,29.0,35072,33.1213,-86.129,,,,,,,,,,,,,,,,,,,,,,,,,
"Chilchinbito, AZ",,,,,,,,,Chilchinbito,AZ,892.0,14.0,86033,36.5027,-110.0512,,,,,,,,,,,,,,,,,,,,,,,,,
"La Grange, MO",,,,,,,,,La Grange,MO,892.0,221.0,63448,40.047,-91.5023,,,,,,,,,,,,,,,,,,,,,,,,,
"Auxier, KY",,,,,,,,,Auxier,KY,892.0,373.0,41602,37.7356,-82.7661,,,,,,,,,,,,,,,,,,,,,,,,,
"Iron Ridge, WI",,,,,,,,,Iron Ridge,WI,891.0,512.0,53035,43.3982,-88.532,,,,,,,,,,,,,,,,,,,,,,,,,
"Wishek, ND",,,,,,,,,Wishek,ND,891.0,239.0,58495,46.2554,-99.5546,,,,,,,,,,,,,,,,,,,,,,,,,
"Boston, VA",,,,,,,,,Boston,VA,891.0,134.0,23420,37.6039,-75.8437,,,,,,,,,,,,,,,,,,,,,,,,,
"Ashton, IL",,,,,,,,,Ashton,IL,891.0,513.0,61006,41.8682,-89.2226,,,,,,,,,,,,,,,,,,,,,,,,,
"Neola, IA",,,,,,,,,Neola,IA,891.0,540.0,51559,41.4498,-95.6173,,,,,,,,,,,,,,,,,,,,,,,,,
"Larchwood, IA",,,,,,,,,Larchwood,IA,891.0,346.0,51241,43.4545,-96.4369,,,,,,,,,,,,,,,,,,,,,,,,,
"Albany, OH",,,,,,,,,Albany,OH,891.0,260.0,45710,39.2245,-82.1977,,,,,,,,,,,,,,,,,,,,,,,,,
"Pasadena Hills, MO",,,,,,,,,Pasadena Hills,MO,891.0,1623.0,63121,38.7082,-90.2922,,,,,,,,,,,,,,,,,,,,,,,,,
"Ipswich, SD",,,,,,,,,Ipswich,SD,891.0,256.0,57451,45.4434,-99.03,,,,,,,,,,,,,,,,,,,,,,,,,
"North San Pedro, TX",,,,,,,,,North San Pedro,TX,890.0,3545.0,78380,27.8027,-97.682,,,,,,,,,,,,,,,,,,,,,,,,,
"Randolph, NE",,,,,,,,,Randolph,NE,890.0,364.0,68771,42.3775,-97.3577,,,,,,,,,,,,,,,,,,,,,,,,,
"Whitney Point, NY",,,,,,,,,Whitney Point,NY,890.0,329.0,13862,42.3303,-75.9679,,,,,,,,,,,,,,,,,,,,,,,,,
"Jolivue, VA",,,,,,,,,Jolivue,VA,890.0,183.0,24401,38.1149,-79.0668,,,,,,,,,,,,,,,,,,,,,,,,,
"Freelandville, IN",,,,,,,,,Freelandville,IN,890.0,61.0,47512,38.8653,-87.3102,,,,,,,,,,,,,,,,,,,,,,,,,
"Elkhorn City, KY",,,,,,,,,Elkhorn City,KY,890.0,44.0,41522,37.3202,-82.3522,,,,,,,,,,,,,,,,,,,,,,,,,
"Morrill, NE",,,,,,,,,Morrill,NE,889.0,611.0,69358,41.9641,-103.9247,,,,,,,,,,,,,,,,,,,,,,,,,
"Curtis, NE",,,,,,,,,Curtis,NE,889.0,286.0,69025,40.6335,-100.5113,,,,,,,,,,,,,,,,,,,,,,,,,
"Amelia Court House, VA",,,,,,,,,Amelia Court House,VA,889.0,91.0,23002,37.3366,-77.9882,,,,,,,,,,,,,,,,,,,,,,,,,
"Acalanes Ridge, CA",,,,,,,,,Acalanes Ridge,CA,889.0,745.0,94597,37.9046,-122.0786,,,,,,,,,,,,,,,,,,,,,,,,,
"Crowley Lake, CA",,,,,,,,,Crowley Lake,CA,889.0,122.0,93546,37.5692,-118.7465,,,,,,,,,,,,,,,,,,,,,,,,,
"Carthage, IN",,,,,,,,,Carthage,IN,889.0,607.0,46115,39.7369,-85.5715,,,,,,,,,,,,,,,,,,,,,,,,,
"Pembroke, KY",,,,,,,,,Pembroke,KY,889.0,310.0,42266,36.7752,-87.3579,,,,,,,,,,,,,,,,,,,,,,,,,
"Lobelville, TN",,,,,,,,,Lobelville,TN,888.0,91.0,37097,35.7507,-87.7958,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Chiswell, VA",,,,,,,,,Fort Chiswell,VA,888.0,25.0,24382,36.9444,-80.9577,,,,,,,,,,,,,,,,,,,,,,,,,
"Viola, IL",,,,,,,,,Viola,IL,888.0,409.0,61486,41.2053,-90.5863,,,,,,,,,,,,,,,,,,,,,,,,,
"Shirley, IN",,,,,,,,,Shirley,IN,888.0,973.0,47384,39.8911,-85.5801,,,,,,,,,,,,,,,,,,,,,,,,,
"Bowman, SC",,,,,,,,,Bowman,SC,888.0,286.0,29018,33.3482,-80.6844,,,,,,,,,,,,,,,,,,,,,,,,,
"Halifax, PA",,,,,,,,,Halifax,PA,887.0,1020.0,17032,40.4643,-76.933,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanford, CO",,,,,,,,,Sanford,CO,887.0,234.0,81151,37.2573,-105.9007,,,,,,,,,,,,,,,,,,,,,,,,,
"Lompico, CA",,,,,,,,,Lompico,CA,887.0,101.0,95005,37.1101,-122.0523,,,,,,,,,,,,,,,,,,,,,,,,,
"Lebo, KS",,,,,,,,,Lebo,KS,887.0,357.0,66856,38.4157,-95.8623,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilton, NH",,,,,,,,,Wilton,NH,886.0,162.0,03055,42.847,-71.736,,,,,,,,,,,,,,,,,,,,,,,,,
"Lake Tanglewood, TX",,,,,,,,,Lake Tanglewood,TX,886.0,304.0,79015,35.057,-101.7816,,,,,,,,,,,,,,,,,,,,,,,,,
"Elliston, VA",,,,,,,,,Elliston,VA,886.0,313.0,24087,37.2163,-80.2245,,,,,,,,,,,,,,,,,,,,,,,,,
"Ivalee, AL",,,,,,,,,Ivalee,AL,886.0,45.0,35954,34.0372,-86.1472,,,,,,,,,,,,,,,,,,,,,,,,,
"Greenleaf, ID",,,,,,,,,Greenleaf,ID,886.0,444.0,83626,43.6753,-116.821,,,,,,,,,,,,,,,,,,,,,,,,,
"Truesdale, MO",,,,,,,,,Truesdale,MO,886.0,267.0,63383,38.8124,-91.122,,,,,,,,,,,,,,,,,,,,,,,,,
"Fort Lawn, SC",,,,,,,,,Fort Lawn,SC,886.0,245.0,29714,34.7003,-80.8991,,,,,,,,,,,,,,,,,,,,,,,,,
"Bellemeade, KY",,,,,,,,,Bellemeade,KY,886.0,1166.0,40223,38.251,-85.591,,,,,,,,,,,,,,,,,,,,,,,,,
"Clarkson, KY",,,,,,,,,Clarkson,KY,886.0,321.0,42754,37.4937,-86.2259,,,,,,,,,,,,,,,,,,,,,,,,,
"Brady, WA",,,,,,,,,Brady,WA,885.0,55.0,98563,47.0064,-123.5321,,,,,,,,,,,,,,,,,,,,,,,,,
"Hankinson, ND",,,,,,,,,Hankinson,ND,885.0,183.0,58041,46.0734,-96.8916,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoagland, IN",,,,,,,,,Hoagland,IN,885.0,100.0,46745,40.952,-84.9955,,,,,,,,,,,,,,,,,,,,,,,,,
"Mayville, MI",,,,,,,,,Mayville,MI,885.0,317.0,48744,43.3363,-83.352,,,,,,,,,,,,,,,,,,,,,,,,,
"Adairville, KY",,,,,,,,,Adairville,KY,885.0,290.0,42202,36.671,-86.856,,,,,,,,,,,,,,,,,,,,,,,,,
"Puako, HI",,,,,,,,,Puako,HI,884.0,33.0,96738,19.9389,-155.8604,,,,,,,,,,,,,,,,,,,,,,,,,
"Simonton, TX",,,,,,,,,Simonton,TX,884.0,145.0,77485,29.6824,-95.991,,,,,,,,,,,,,,,,,,,,,,,,,
"Bowmanstown, PA",,,,,,,,,Bowmanstown,PA,884.0,443.0,18030,40.8019,-75.6611,,,,,,,,,,,,,,,,,,,,,,,,,
"Stonington, CT",,,,,,,,,Stonington,CT,884.0,1000.0,06378,41.3344,-71.9033,,,,,,,,,,,,,,,,,,,,,,,,,
"North Perry, OH",,,,,,,,,North Perry,OH,884.0,87.0,44081,41.8003,-81.1241,,,,,,,,,,,,,,,,,,,,,,,,,
"Grant, MI",,,,,,,,,Grant,MI,884.0,513.0,49327,43.3348,-85.8094,,,,,,,,,,,,,,,,,,,,,,,,,
"Medley, FL",,,,,,,,,Medley,FL,883.0,67.0,33178,25.8646,-80.3516,,,,,,,,,,,,,,,,,,,,,,,,,
"LaMoure, ND",,,,,,,,,LaMoure,ND,883.0,253.0,58458,46.3574,-98.2966,,,,,,,,,,,,,,,,,,,,,,,,,
"Monroe, IN",,,,,,,,,Monroe,IN,883.0,501.0,46772,40.7451,-84.941,,,,,,,,,,,,,,,,,,,,,,,,,
"Woods Hole, MA",,,,,,,,,Woods Hole,MA,883.0,159.0,02543,41.5303,-70.6614,,,,,,,,,,,,,,,,,,,,,,,,,
"Utica, MS",,,,,,,,,Utica,MS,883.0,113.0,39175,32.1061,-90.6221,,,,,,,,,,,,,,,,,,,,,,,,,
"Pleasureville, KY",,,,,,,,,Pleasureville,KY,883.0,704.0,40057,38.3511,-85.1121,,,,,,,,,,,,,,,,,,,,,,,,,
"Elk Mound, WI",,,,,,,,,Elk Mound,WI,882.0,149.0,54739,44.8744,-91.6863,,,,,,,,,,,,,,,,,,,,,,,,,
"Susitna North, AK",,,,,,,,,Susitna North,AK,882.0,1.0,99688,62.1281,-149.8593,,,,,,,,,,,,,,,,,,,,,,,,,
"Hannawa Falls, NY",,,,,,,,,Hannawa Falls,NY,882.0,66.0,13676,44.6017,-74.9738,,,,,,,,,,,,,,,,,,,,,,,,,
"Elsinore, UT",,,,,,,,,Elsinore,UT,882.0,253.0,84724,38.6834,-112.1488,,,,,,,,,,,,,,,,,,,,,,,,,
"Birchwood Village, MN",,,,,,,,,Birchwood Village,MN,882.0,999.0,55110,45.0598,-92.9777,,,,,,,,,,,,,,,,,,,,,,,,,
"Baroda, MI",,,,,,,,,Baroda,MI,882.0,475.0,49101,41.954,-86.488,,,,,,,,,,,,,,,,,,,,,,,,,
"Tallaboa, PR",,,,,,,,,Tallaboa,PR,882.0,667.0,00624,17.996,-66.7085,,,,,,,,,,,,,,,,,,,,,,,,,
"Cassville, WI",,,,,,,,,Cassville,WI,881.0,328.0,53806,42.7149,-90.9888,,,,,,,,,,,,,,,,,,,,,,,,,
"Allenwood, NJ",,,,,,,,,Allenwood,NJ,881.0,194.0,07719,40.1384,-74.1032,,,,,,,,,,,,,,,,,,,,,,,,,
"Cimarron, NM",,,,,,,,,Cimarron,NM,881.0,169.0,87714,36.5087,-104.9115,,,,,,,,,,,,,,,,,,,,,,,,,
"Fair Bluff, NC",,,,,,,,,Fair Bluff,NC,881.0,144.0,28439,34.3126,-79.0333,,,,,,,,,,,,,,,,,,,,,,,,,
"Washington Boro, PA",,,,,,,,,Washington Boro,PA,881.0,176.0,17582,40.0017,-76.467,,,,,,,,,,,,,,,,,,,,,,,,,
