RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020
394697,144,"Huntington, WV",Msa,WV,54079,54185,54247,54378,54442,54490,54539,54552,54569,54562,54635,54634,54912,55154,55491,55592,55638,55667,55659,55784,55935,56063,56127,56207,55969,55641,55318,55211,55365,55520,55812,55988,56109,56316,56433,56775,56975,57254,57203,57441,57654,58109,58380,58578,58744,58874,59031,58955,59028,59121,59481,59696,60003,60147,60282,60500,60780,61080,61484,62064,62605,62973,63136,63298,63342,63441,63680,63836,63982,63997,64130,63998,63989,63996,64294,64513,64715,64920,64969,65101,65138,65459,65511,65736,65793,66099,66318,66584,66850,67105,67162,67143,67115,67237,67578,67943,68468,68800,69092,69338,69702,70191,71381,72870,74584,75704,76472,77143,77855,78852,79924,81036,81851,82353,82483,82319,82191,82253,82718,83161,83507,83560,83522,83446,83637,84009,84311,84580,84696,84915,84991,85060,85034,85034,85038,85130,85181,85209,85203,85285,85502,85746,85942,85999,86025,86016,86010,85960,85860,85755,85675,85563,85235,84859,84490,84358,84310,84285,84183,83949,83697,83410,83154,82887,82602,82379,82206,82115,82009,81956,81929,82009,82052,82087,82058,82047,82172,82211,82229,82075,82053,81987,81998,81996,82089,82142,82183,82242,82264,82379,82496,82643,82671,82701,82802,82849,82860,82959,83144,83323,83354,83359,83276,83324,83399,83587,83636,83690,83758,83852,83953,84056,84267,84500,84754,84932,85101,85239,85426,85646,85898,86113,86297,86462,86729,86915,87247,87491,87786,87985,88169,88373,88548,88729,88927,89148,89314,89543,89702,89949,90140,90369,90605,90874,91146,91457,91761,92030,92242,92481,92752,93040,93271,93570,93917,94287,94627,94900,95167,95501,95913,96292,96721,97081,97558,97888,98199,98444,98679,98961,99219,99438,99604,99763,99999,100272,100544,100935,101331,101778,102130,102585,102967,103346,103579,103863,104029,104204,104309,104354,104370,104345,104373,104274,104203,104097,104066
394576,145,"Eugene, OR",Msa,OR,129173,129387,129326,129303,129878,130710,131966,132562,133203,133920,135049,135899,136231,136447,137626,139394,140037,140297,139883,140610,141245,141703,141426,141544,142630,143953,144376,144218,144528,144857,145368,145654,146014,146502,147174,147848,148091,148176,148117,148300,148452,148789,149084,149308,149581,149919,150544,151100,151606,151877,152562,153252,153924,154226,154369,154553,154760,154978,155221,155418,155605,155725,155808,155817,155978,156327,156887,157215,157488,157584,157461,157625,157982,158707,159168,159598,159851,159987,160131,160470,160990,161648,162330,162995,163724,164467,165262,166106,166911,167898,168648,169512,170372,171617,173257,174838,176235,177556,178810,180005,181275,182903,184970,186939,188814,190269,191829,193456,195551,197841,200249,203069,205906,208706,211447,214599,218137,222137,225907,229766,233191,235475,238174,240531,244237,247465,250694,253006,254843,256193,257268,257651,258408,260612,262877,264666,264708,264613,264138,264059,263868,263087,262054,261380,259212,255907,252507,250484,248930,246896,244963,243056,240733,238861,237770,236199,235370,234224,232827,230715,227680,225619,223376,222195,221604,221927,221481,222036,221785,221898,220739,219210,218741,218551,219413,218768,217542,214615,210961,206558,203443,201737,201803,201053,199813,197696,194913,192407,190563,189629,191021,192160,193323,191977,190110,189563,189722,190173,190800,192436,193786,195050,193411,192825,191548,193273,195192,197937,200456,202962,204524,204378,204706,205225,207854,209660,212662,214290,215328,214571,213696,213318,213583,214580,215001,215771,216138,216784,216589,216376,217330,219021,220612,221228,222314,223761,225695,226996,228403,230045,231300,232902,233851,235357,236317,238320,240443,243069,245209,247237,248896,250438,252530,253906,255298,256473,259340,261924,263867,264842,266032,267668,269738,271873,274452,277348,279562,281210,282414,283948,286120,288065,289986,291126,292638,293575,294261,294642,295619,297405,299366,302815,305098,307271,307906,309637,310902,313206,315379,317866,320399,322770,325007,326046,327986,330517,334452
395033,146,"Rockford, IL",Msa,IL,84019,84085,84143,84310,84511,84604,84691,84722,84790,84901,85121,85415,85658,85863,86142,86334,86416,86594,86790,87111,87377,87650,87719,87730,87726,87815,87799,87868,88011,88243,88485,88729,88996,89117,89276,89347,89575,89742,89939,90119,90507,90938,91352,91539,91713,92006,92437,92937,93449,93950,94439,94913,94940,94951,94909,95254,95631,95970,96362,96833,97261,97638,97926,98175,98541,98906,99368,99758,100117,100525,100775,100993,101171,101467,101767,102164,102664,103221,103696,104101,104490,104913,105429,105961,106459,106883,107301,107736,108151,108585,109055,109573,110135,110667,111144,111591,112105,112722,113511,114174,114817,115356,115955,116508,117013,117473,118033,118589,119184,119661,120103,120684,121311,121967,122558,123152,123812,124474,125095,125783,126418,127141,127745,128322,128795,129267,129803,130321,130852,131325,131872,132286,132654,132974,133144,133308,133608,133963,134223,134230,134285,134371,134282,134022,133687,133308,133132,132913,132314,131541,130701,130272,129727,129079,128322,127787,127322,126664,125866,124707,123906,123173,122609,121731,120697,119792,118961,117832,116593,115295,114319,113685,113440,113006,112277,111446,110900,110289,109736,109367,109211,109435,109239,108881,107733,106802,106081,105693,105075,104532,104020,103669,103205,102487,101938,101460,101288,101122,100852,100238,99756,99386,99199,98989,99071,99386,99584,99659,99880,100034,100262,100133,100224,100081,100030,99827,99287,98533,97810,97326,96559,96123,95818,97313,98354,99451,99478,99665,99715,99704,100196,100918,102065,102735,103407,102766,102011,101278,101519,101940,102483,103459,104126,104717,105370,106177,106770,106996,107772,108752,109785,110380,111194,111446,111979,112254,112032,111756,111715,112420,113133,113666,114160,114898,115368,116471,116330,116216,116114,116783,117754,118332,118741,118925,118900,119206,119494,119811,120865,121828,122732,122972,123125,123696,123654,123890,123896,124044,124303,124354,124437,124672,125090,125691,126206,126482,127342
395070,147,"Savannah, GA",Msa,GA,94300,94404,94547,94817,95105,95350,95590,95850,96135,96461,96817,97201,97445,97701,97988,98450,98939,99448,99965,100446,100966,101495,102064,102657,103668,104650,105494,105872,106236,106751,107332,107984,108553,109059,109525,109967,110111,110367,110729,111486,112197,112822,113417,114018,114660,115312,115816,116230,116558,117049,117577,118168,118687,119247,119829,120463,121132,121858,122709,123619,124630,125284,125922,126422,127005,127493,127822,128066,128208,128328,128598,128983,129415,129959,130439,130954,131508,132098,132806,133386,134022,134622,135196,135634,136111,136617,137269,137781,138240,138640,139111,139743,140445,141320,142189,143115,144043,144976,145878,146821,147917,149215,150617,152162,153710,155038,156201,157416,158505,159583,160545,161796,163129,164470,165816,166783,167799,168779,170019,171131,172358,173583,174982,176240,177495,178681,179690,180896,181989,183315,184357,185447,186236,186843,187101,187361,187458,187437,187240,187416,187529,187635,187421,187418,187344,187339,187157,186860,186163,185468,184772,183718,182475,180964,179694,178110,176832,175575,174650,173676,173015,172228,171368,170320,169588,169012,168611,168223,167803,167421,167056,166731,166326,166016,165778,165485,164710,163761,162677,161735,160616,159553,158277,156814,155363,154108,153026,152051,151391,150867,150506,149936,149439,148869,148695,148789,148840,148461,148136,148062,148338,148683,149197,149860,150303,150709,150901,151410,151976,152767,153467,154207,154720,155294,155407,155609,156391,157375,158474,158933,159444,160079,160768,161344,161958,162419,162992,163379,163691,164219,164686,165209,165706,166298,167016,167702,168296,168959,169699,170515,171080,171457,171955,172841,173738,174466,174742,174820,174613,174595,174700,175094,175779,176174,176415,176366,176758,177327,178379,179508,180957,182126,183375,184395,185133,186060,186851,188118,188741,189399,189523,190131,190596,191436,192226,193071,193774,194746,195921,196895,197532,197965,198660,198945,199555,199919,200342,200597,201046,201253,201385,201459,201993,202600,203150,203731,204044
394332,148,"Ann Arbor, MI",Msa,MI,144109,144514,144967,145938,147066,148327,149550,150717,151739,152608,153491,154386,155539,156679,157818,158671,159319,159711,160184,160888,161850,163059,164077,165092,165724,166489,167207,168230,169223,170261,171178,171734,172360,173055,174094,174933,175620,176398,177496,178721,179798,180998,182333,183890,184988,185718,186366,187476,189076,190627,191951,193101,194719,196368,198049,199640,201367,203494,205584,207718,209440,211113,212529,213931,215079,216205,217356,218590,220191,221543,222903,223717,224652,225424,226626,227961,229368,230710,231801,232752,233432,234214,235007,236033,237178,238445,239277,240206,240963,241591,242199,242866,243792,244723,245556,246559,247221,248313,249212,249534,249379,249710,250516,251468,252086,252467,252989,253126,253513,252796,252707,252840,254251,255276,256165,256620,257219,258066,258790,259523,259596,259688,259197,259029,258318,257072,255426,254406,253216,251862,249952,248495,247351,246755,246077,244678,242478,240731,239181,236950,234157,231171,228186,224846,221986,219787,217498,214899,212421,210233,208112,205671,203845,202306,202093,201688,200525,197990,195955,195124,194306,193255,191887,191438,191138,190051,188212,186099,185601,185637,185778,185199,185459,185514,185562,185565,185797,186662,186331,186259,184943,184420,183468,182769,181741,181345,181228,180948,179568,178568,178501,179620,181403,182736,184058,184452,184553,184561,185037,185750,187368,188927,191405,192782,192813,192777,193709,196839,200738,204036,206939,208776,210935,213096,214921,216902,219501,222637,225286,227297,227514,227738,227701,229533,231109,232160,232523,232512,233212,232841,233053,232612,234346,236716,239318,240551,241113,242067,243009,244421,246185,248828,250595,251492,251672,251920,252116,252903,253363,254210,255425,258283,260547,261914,262493,263939,266209,267702,269565,270755,273404,275543,278255,278863,278855,279736,281766,284789,285719,287407,288842,291257,294235,297022,298405,298885,300045,301366,302862,302667,303798,304354,305388,305483,303871,302206,301336,302232,303050,303499,303517,304229,304950,306030,306969,308431,310804
394927,149,"Ocala, FL",Msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83777,84124,84592,85334,86027,86565,87109,87615,88116,88596,89099,89579,90023,90780,91150,91571,91651,92030,92388,92713,93004,93217,93356,93492,93637,93089,92857,92706,93259,93540,93754,94035,94310,94715,95136,95564,95992,96768,97525,98248,98776,99513,100280,101073,101875,102647,103400,104169,105036,106043,106962,107883,108754,109931,111338,112759,114285,115674,117208,119018,121347,123760,126013,128393,131126,133880,136562,139744,143595,147697,151478,154720,157538,160375,163510,167114,170562,173491,176119,177726,178234,178437,178985,180183,180725,179842,178700,176886,175211,173381,171654,170293,168671,167437,166071,163962,161271,159769,158631,157560,155303,152887,150283,147986,146254,143952,141012,138201,136205,134518,132522,130323,128765,126962,125550,123569,121773,120246,119218,118398,117457,116166,115124,114100,112866,111998,111081,110337,108995,107623,106378,104872,103552,102116,100421,98881,97608,96990,95979,95055,93959,93002,92089,91694,91383,91162,91180,91154,91194,90680,90515,90440,91284,92398,93332,93988,94186,94844,95331,96100,96451,97190,97899,98806,99262,99404,99871,100238,101133,101435,101937,102426,103355,103860,104447,105080,105841,106493,106756,107257,107578,108287,109118,109621,110217,110742,111298,111463,111668,112201,112904,113635,114468,115315,115828,116531,117169,118392,119658,120888,121922,122840,123857,124819,125697,126471,127775,129212,130523,131205,131679,132626,133656,134734,135741,136771,137766,138524,138920,139207,139672,140739,142089,143017,143859,144417,145377,145991,146833,148218,149525,150307,150730,151052,151767,152549,153322,154172,154519,155349,156035,156444,156995,157992,159223,160364,161108,161930,162819
394732,150,"Kalamazoo, MI",Msa,MI,96114,96672,97324,98619,99828,100924,101735,102446,103061,103802,104480,105116,105344,105493,105852,106639,107548,108367,109042,109895,110518,111090,111517,112044,113943,115896,117158,116478,115670,114877,114909,114831,115276,115440,115820,116064,114625,113573,112533,113354,114028,115479,116923,118147,119285,120128,120930,121396,122468,123139,123958,124469,125245,125426,125475,125573,125934,126500,127087,127864,128655,129489,130275,130882,131399,131832,132114,132427,132890,133596,134411,134981,135357,135566,135839,136103,136409,136682,136873,136800,135711,134222,132645,131924,131599,131517,131536,131629,131683,131816,131993,132598,133574,134715,135649,136215,136605,136932,137213,137534,137869,138325,138763,139000,139245,139554,140095,140580,141022,141564,142103,142564,142957,143206,143575,143583,143606,143402,143380,143296,143133,142883,142536,142220,141994,141608,141584,141593,142089,142424,142418,142168,141501,141336,141030,140883,139811,139146,137983,137822,137157,137008,136646,136455,137023,136095,135637,134574,135398,135855,136006,135199,134507,133885,133685,133382,132841,132864,132531,132360,131423,130232,129518,128999,128839,128178,127439,126741,126303,126171,125683,125597,125009,124833,124066,123628,122875,122399,121842,121610,120690,119807,119343,118688,118105,117726,118109,118285,117869,117540,117074,116729,116594,116591,116612,116732,117150,117524,117657,117772,118423,119078,119983,120280,121044,121510,121939,122226,122788,123551,124352,125097,126036,126594,127170,128069,128713,129590,130723,131904,132413,132076,131788,131875,131967,132551,133104,133655,134017,134223,134145,134234,134643,135794,136778,137533,138114,138827,139441,140003,140496,141304,141933,142395,143104,143822,144637,145119,145684,146021,146325,146749,147513,148190,149215,150631,151756,152496,153049,153849,154749,155545,156711,157957,159348,160482,161425,161867,162782,163978,165508,167009,168095,169135,169791,170351,170708,171330,172558,173983,175205,175921,176211,176492,176733,177272,177732,178579,179488,180415,180995,181710,182521,183800,185406,187119,189192
394901,151,"Naples, FL",Msa,FL,147617,147781,148024,148387,148776,149161,149625,150024,150259,150433,150527,150807,150735,150828,150852,151401,151837,152217,152438,152766,153317,153999,154814,155304,156671,157891,159164,159436,159876,160393,161062,161788,162538,163182,163822,164680,164960,165263,165384,166183,166919,167860,168760,169601,170534,171703,172872,173903,174771,175553,176799,178238,179956,181314,182775,184204,185731,187005,188443,189899,191778,193728,195611,197369,199049,200784,202559,204566,206663,208823,210656,212444,213980,215533,216969,218461,219937,221767,223534,225306,226815,228467,230475,232644,234673,236491,238415,240536,242986,245344,247591,249387,250937,253086,255457,258353,260999,263915,266322,268613,270663,273890,277591,282368,287837,293622,300078,306896,314076,321464,329275,338599,349002,356369,364114,372801,382970,391440,397074,401730,407667,413913,422021,428457,433125,439423,444467,445381,443412,440326,439679,436023,432098,427450,420122,410388,400870,392964,385510,378864,372457,366951,360054,355164,349626,345016,341011,337792,332322,324844,317215,311960,306259,301705,296704,292024,286404,279649,272953,267023,264165,261970,260434,257039,254564,251152,249882,248280,247277,245887,245682,246113,245952,245327,243744,242429,240950,239370,237044,235122,233852,234201,232761,230831,227978,226945,226642,226444,225713,225169,224091,223530,223669,223903,224979,226288,228714,229215,229112,229293,231152,233988,238034,241063,243151,243078,244685,245999,247715,250136,253706,257515,259986,262094,263651,265740,266946,270897,272848,276041,277717,280242,282362,284268,287353,290182,292842,295251,298984,301709,305139,307828,311789,314300,316396,318834,321164,323491,325790,328304,331166,333949,336033,336621,335886,337130,339143,340811,340230,340024,339786,339734,338442,336851,336323,336757,337769,337731,337148,337247,338714,339198,338605,338134,338929,340446,339936,339599,339925,341233,341625,340867,340168,339933,340642,340605,340746,340271,340257,340311,340075,339569,340013,340347,339594,338182,337015,337290,337270,337696,338891,340171,341670,343461,345462,348432,352518
395107,152,"South Bend, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95156,95435,95535,95718,96096,97016,97742,98662,99135,100056,100264,100667,101000,101710,102700,104054,105176,105747,106901,107989,109423,110011,111368,112625,113715,114227,114502,114843,115132,115093,114605,113954,113787,114127,114919,115503,116323,116964,117682,117950,118211,118440,118679,118536,118624,118453,118388,118027,117968,117923,117915,118029,118267,118528,118559,118520,118533,118177,117636,116830,116303,115943,115645,115030,114166,113198,112531,112000,110581,109939,109371,109825,109083,108221,107369,107196,107209,107316,106856,106456,106315,106297,106148,105545,105300,104897,104525,103878,103274,102650,102324,101979,101730,101041,100504,100014,99667,99496,99031,98659,98002,97523,97194,97121,97113,97156,96889,96643,96606,96720,97156,97467,97993,98449,98850,98752,98777,98864,99542,100001,100258,100297,100258,100302,100518,100620,100656,100882,101206,101626,101858,102397,102995,103540,103842,104019,104021,104105,104230,104656,104747,104939,104808,105027,105295,105888,106412,107043,107622,108268,108734,108806,109271,109931,111045,111263,111327,111148,111854,112588,113097,113296,113746,114843,116259,117154,117748,118243,119108,120117,120616,121080,122254,123645,125213,125805,125641,125376,125411,126540,127387,128216,128701,129395,129861,130921,131320,131907,131745,132435,133076,133940,134920,135441,136091,136406,137014,137151,137702,138534,140322,141673,143028,143758,144543,145780
395109,153,"Spartanburg, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96929,97153,97503,98090,98712,99150,99509,99776,100076,100330,100558,100777,101052,101398,101591,101734,101848,102214,102708,103227,103646,103977,104275,104542,104801,104980,105112,105351,105523,105658,105612,105696,105774,106068,106333,106586,106615,106760,106949,107075,107088,107013,107118,107157,107266,107277,107438,107592,107846,107963,108103,108125,108212,108491,108825,109216,109380,109372,109209,109125,109167,109100,109033,109173,109221,109411,109430,109844,110199,110514,110769,111016,111364,111742,112030,112315,112963,113181,113470,113070,113102,113392,113891,114423,114664,115116,115656,116187,116495,116976,117248,117738,118057,118507,118924,119112,119152,118956,118808,118756,118782,118963,119239,119572,119636,119600,119528,119652,120341,121006,121689,121757,121588,120963,120472,119917,119685,119186,118624,117793,116803,116159,115529,115270,115231,115625,115966,116352,116696,117208,117869,118962,119412,119369,118904,118921,118795,118319,117791,117238,116663,115694,114399,112824,112038,111662,111775,111392,111270,110938,110573,109945,109602,109815,110602,111387,111605,111540,111338,111398,110955,111352,111887,113119,113558,113831,113379,113286,113480,114079,114455,114510,114894,114958,115256,114913,115024,114872,115259,115310,115341,115060,115164,115455,116019,116249,116220,116210,116269,116488,116757,117153,117717,118163,118407,118607,118415,118347,118095,118308,118646,119277,119720,120014,120188,120640,121338,122236,123130,124339,125739,127173,128207,129111,129495,130146,130646,131468,131975,132419,133244,133991,134763,135151,135928,136566,137751,138838,140275,141312,142443,143443,144291,144988,145670,146284,146854,147585,148601,149611,150257,150879,151380,152084,152764,153471,154191,155057,155994,156886,157412,157976,158721,159656,160741,161779,162863,164051,165267
394579,154,"Evansville, IN",Msa,IN,75897,76059,76184,76449,76631,76808,76993,77238,77536,77818,78206,78593,78790,78870,78985,79318,79752,80051,80292,80510,80826,81245,81577,81922,82380,82947,83486,84005,84662,85576,86486,87104,87605,88057,88603,89125,90088,91109,92180,92609,92805,93061,93728,95087,96086,96946,97317,97861,98099,98241,98459,99000,99746,100446,100730,100587,100580,100776,101545,102164,102753,103158,103348,103643,103896,104141,104606,105117,105762,106125,106078,106023,105930,106153,106491,106843,106996,107013,106936,106831,106756,106724,106953,107114,107312,107340,107359,107383,107533,107714,107885,107995,108118,108292,108475,108745,108971,109198,109354,109458,109581,109765,110058,110519,110868,111304,111526,111821,112168,112623,113171,113594,114017,114415,114731,114828,114913,114890,115033,114987,114948,114839,114756,114808,114923,114986,115047,115140,115362,115649,115859,116183,116424,116665,116772,116980,117036,117117,117027,117114,117143,117090,116987,116942,117148,117369,117502,117188,116664,116143,115764,115419,114841,114418,114022,113555,112633,111348,110311,109696,109731,109670,109471,109232,109301,109585,109728,109844,110101,110888,111585,112146,112091,112046,112280,112190,112113,111516,111318,111119,111001,110757,110445,110279,110310,110433,110461,110608,110653,110824,110746,110661,110626,110609,110614,110468,110397,110373,110161,110101,110025,110162,110315,110440,110671,110750,110964,111138,111183,111218,111504,111782,112007,112056,112208,112453,112451,112522,112581,112897,113366,113741,114067,114378,114808,115324,115752,116097,116498,116813,117065,117069,117094,117214,117416,117602,117749,117936,118200,118550,118905,119490,120033,120703,121285,121911,122359,122796,123206,123562,123819,124115,124564,124995,125571,126168,126666,127046,127398,127855,128313,129018,129804,130641,131219,131657,132010,132389,132972,133516,134243,134736,135346,135502,135804,135934,136502,136976,137750,138233,138760,139219,139736,140439,140815,141430,141870,142591,143097,143778,144279,145032,145719,146552,147306,148057,149059
394747,155,"Kingsport, TN",Msa,TN,69837,70093,70413,70962,71475,71936,72449,72974,73439,73827,74203,74607,75028,75493,75862,76246,76617,77064,77455,77847,78271,78690,79130,79466,79986,80402,80872,81199,81537,81801,81981,82141,82376,82767,83064,83385,83302,83207,83030,83134,83379,83688,83974,84070,84058,83988,83968,84033,84046,84265,84423,84589,84516,84465,84492,84646,84881,85057,85385,85664,86244,86532,86879,87010,87292,87446,87648,87892,88095,88345,88512,88661,88591,88603,88667,88808,88875,88918,88842,88748,88721,88902,89043,89249,89361,89510,89484,89584,89777,90128,90497,90920,91425,91613,91737,91725,92046,92317,92780,93131,93480,93683,93895,93980,93942,94016,94209,94544,94804,95295,95765,96335,96761,97407,98254,99219,100296,101238,102272,103187,104071,104684,105244,105796,106531,107143,107512,107899,108251,108867,109268,109607,109762,110030,110515,111002,111408,111754,112048,112295,112264,112196,112093,112270,112573,112825,112733,112534,112655,112789,112810,112353,111994,111554,111253,110872,110455,110153,109774,109308,108050,106886,106170,106250,106434,106600,106671,106682,106555,106261,106204,106260,106700,106867,106714,106138,105573,105093,104733,104328,104093,103931,103764,103576,103417,103516,103521,103620,103675,103682,103558,103400,103280,103187,103060,102877,102791,102709,102931,103199,103483,103630,103823,104000,104077,104116,104161,104480,104702,104811,104824,104745,104815,105015,105283,105600,105861,106136,106350,106466,106729,107168,107426,107624,107617,107730,107720,107758,107963,108213,108531,108575,108498,108287,108374,108599,108815,108817,108938,109114,109388,109666,110080,110711,111256,111676,111944,112304,112877,113565,114134,114654,114774,114837,114729,114881,115203,115836,116432,116940,117183,117476,117898,118513,119497,120553,121485,121931,122353,122651,123166,123470,123994,124400,125023,125398,125693,125764,126103,126897,127665,128367,128584,129030,129334,129815,130096,130534,130958,131574,132123,132544,133005,133559,134442,135319,136303
395028,156,"Roanoke, VA",Msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111976,112176,112516,112952,113437,113730,114151,114531,115006,115539,116196,116983,118063,119215,120238,121133,121997,123155,124229,125326,126320,127170,127822,128230,128645,129105,129320,129677,130037,130696,131366,132275,133196,134247,135382,136780,137585,138139,139397,141662,144319,146434,148266,149838,151413,153171,154953,156486,157778,159073,159158,157873,155957,154906,155135,155726,156429,156415,156463,156536,157199,157906,158989,160203,161515,162487,162932,163165,163410,163994,164566,164924,165142,165198,165261,165492,166060,166721,166528,166024,165782,166591,167282,167020,166619,166403,166184,165432,164937,164806,165505,165802,165033,162785,160465,160410,159934,159351,158880,159471,158782,156744,154489,153496,152942,152777,152713,151878,151349,150866,150497,149860,149780,150198,150511,150387,150236,150142,149972,149655,149337,149001,148482,147885,147434,147269,147232,147118,147133,147106,147126,147039,147036,147031,147064,147051,147117,147194,147234,147236,147273,147456,147681,147962,148213,148476,148687,148909,149095,149305,149487,149663,149862,150067,150318,150532,150777,151093,151598,152078,152539,152863,153237,153585,153920,154297,154702,155167,155557,155892,156191,156476,156774,157059,157352,157769,158205,158580,158798,158991,159272,159576,159727,159907,160094,160416,160750,161097,161431,161749,162124,162429,162724,162924,163352,163808,164301,164823,165289,165721,166082,166551,167023,167553,168155,168792,169297,169677,170021,170398,170771,171211,171655,171920,172134,172392,172944,173803,174799,175749,176780,177589,178434,179076,179797,180611,181262,181913,182287,182664,183023,183559,184141,184962,185852,186955,188089,189305,190776
